source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for Android,Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice!,Fri Feb 03 11:34:32 +0000 2017,32508,148912,FALSE,827480386120929280
Twitter for Android,"Meeting with biggest business leaders this morning. Good jobs are coming back to U.S., health care and tax bills are being crafted NOW!",Fri Feb 03 11:41:11 +0000 2017,19308,125846,FALSE,827482059438432260
Twitter for Android,"Professional anarchists, thugs and paid protesters are proving the point of the millions of people who voted to MAKE AMERICA GREAT AGAIN!",Fri Feb 03 11:48:16 +0000 2017,42421,172191,FALSE,827483841589891073
Twitter for Android,A new radical Islamic terrorist has just attacked in Louvre Museum in Paris. Tourists were locked down. France on edge again. GET SMART U.S.,Fri Feb 03 12:51:58 +0000 2017,41566,163923,FALSE,827499871011819520
Twitter for Android,"We must keep ""evil"" out of our country!",Fri Feb 03 23:08:38 +0000 2017,44904,204985,FALSE,827655062835052544
Twitter for Android,Countries charge U.S. companies taxes or tariffs while the U.S. charges them nothing or little.We should charge them SAME as they charge us!,Sat Feb 04 03:07:47 +0000 2017,27046,154637,FALSE,827715246135574530
Twitter for Android,"When a country is no longer able to say who can, and who cannot , come in &amp; out, especially for reasons of safety &amp;.security - big trouble!",Sat Feb 04 12:59:35 +0000 2017,38069,175399,FALSE,827864176043376640
Twitter for Android,Interesting that certain Middle-Eastern countries agree with the ban. They know if certain people are allowed in it's death &amp; destruction!,Sat Feb 04 13:06:39 +0000 2017,28311,139881,FALSE,827865957750161408
Twitter for Android,"The opinion of this so-called judge, which essentially takes law-enforcement away from our country, is ridiculous and will be overturned!",Sat Feb 04 13:12:02 +0000 2017,33518,159207,FALSE,827867311054974976
Twitter for Android,"After being forced to apologize for its bad and inaccurate coverage of me after winning the election, the FAKE NEWS @nytimes is still lost!",Sat Feb 04 13:39:27 +0000 2017,17438,102747,FALSE,827874208021639168
Twitter for Android,MAKE AMERICA GREAT AGAIN!,Sat Feb 04 14:26:10 +0000 2017,66140,255896,FALSE,827885966509604865
Twitter for Android,"What is our country coming to when a judge can halt a Homeland Security travel ban and anyone, even with bad intentions, can come into U.S.?",Sat Feb 04 20:44:07 +0000 2017,33272,148698,FALSE,827981079042805761
Twitter for Android,"Because the ban was lifted by a judge, many very bad and dangerous people may be pouring into our country. A terrible decision",Sat Feb 04 21:44:49 +0000 2017,29446,136941,FALSE,827996357252243456
Twitter for Android,"Why aren't the lawyers looking at and using the Federal Court decision in Boston, which is at conflict with ridiculous lift ban decision?",Sat Feb 04 23:37:59 +0000 2017,17863,97489,FALSE,828024835670413312
Twitter for Android,Interview with @oreillyfactor on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!,Sun Feb 05 00:34:50 +0000 2017,11343,70877,FALSE,828039143318024194
Twitter for Android,The judge opens up our country to potential terrorists and others that do not have our best interests at heart. Bad people are very happy!,Sun Feb 05 00:48:12 +0000 2017,28096,129523,FALSE,828042506851934209
Twitter for Android,Just cannot  believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!,Sun Feb 05 20:39:05 +0000 2017,29114,138219,FALSE,828342202174668800
Twitter for Android,I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!,Sun Feb 05 20:42:33 +0000 2017,28490,147041,FALSE,828343072840900610
Twitter for Android,I will be interviewed by @oreillyfactor at 4:00 P.M. (prior to the #SuperBowl Pre-game Show) on Fox Network. Enjoy!,Sun Feb 05 20:47:25 +0000 2017,147,541,FALSE,828344301381939200
Twitter for Android,Enjoy the #SuperBowl and then we continue: MAKE AMERICA GREAT AGAIN!,Sun Feb 05 22:49:42 +0000 2017,36535,185073,FALSE,828375073006444544
Twitter for Android,"What an amazing comeback and win by the Patriots. Tom Brady, Bob Kraft and Coach B are total winners. Wow!",Mon Feb 06 03:36:54 +0000 2017,72934,267584,FALSE,828447350200926212
Twitter for Android,"Any negative polls are fake news, just like the CNN, ABC, NBC polls in the election. Sorry, people want border security and extreme vetting.",Mon Feb 06 12:01:53 +0000 2017,36259,161819,FALSE,828574430800539648
Twitter for Android,"I call my own shots, largely based on an accumulation of data, and everyone knows it. Some FAKE NEWS media, in order to marginalize, lies!",Mon Feb 06 12:07:55 +0000 2017,23963,125344,FALSE,828575949268606977
Twitter for Android,Will be interviewed on @oreillyfactor tonight at 8:00 P.M.,Mon Feb 06 16:27:45 +0000 2017,6,18,FALSE,828641340313460736
Twitter for Android,"The failing @nytimes writes total fiction concerning me. They have gotten it wrong for two years, and now are making up stories &amp; sources!",Mon Feb 06 16:32:24 +0000 2017,19275,96642,FALSE,828642511698669569
Twitter for iPhone,An extended interview from the Super Bowl with @oreillyfactor airs tonight at 8:00 P.M. Enjoy! https://t.co/kZdHqaNTVR,Mon Feb 06 23:33:52 +0000 2017,8058,53603,FALSE,828748574255091714
Twitter for Android,The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!,Tue Feb 07 02:33:55 +0000 2017,16419,91894,FALSE,828793887275761665
Twitter for Android,"The threat from radical Islamic terrorism is very real, just look at what is happening in Europe and the Middle-East. Courts must act fast!",Tue Feb 07 02:49:28 +0000 2017,32538,145673,FALSE,828797801630937089
Twitter for Android,"I don't know Putin, have no deals in Russia, and the haters are going crazy - yet Obama can make a deal with Iran, #1in terror, no problem!",Tue Feb 07 12:04:01 +0000 2017,2,2,FALSE,828937357147635713
Twitter for iPhone,"I don't know Putin, have no deals in Russia, and the haters are going crazy - yet Obama can make a deal with Iran, #1 in terror, no problem!",Tue Feb 07 12:11:29 +0000 2017,50474,188271,FALSE,828939235499638784
Twitter for iPhone,An honor having the National Sheriffs' Assoc. join me at the @WhiteHouse. Incredible men &amp; women who protect &amp; serv… https://t.co/1LkhbCNh8L,Tue Feb 07 16:25:13 +0000 2017,18399,108216,FALSE,829003091735359488
Twitter for Android,"It is a disgrace that my full Cabinet is still not in place, the longest such delay in the history of our country. Obstruction by Democrats!",Wed Feb 08 01:04:00 +0000 2017,36410,157210,FALSE,829133645055135750
Twitter for Android,"If the U.S. does not win this case as it so obviously should, we can never have the security and safety to which we are entitled. Politics!",Wed Feb 08 12:03:18 +0000 2017,22277,114959,FALSE,829299566344359936
Twitter for Android,"I will be speaking at 9:00 A.M. today to Police Chiefs and Sheriffs and will be discussing the horrible, dangerous and wrong decision.......",Wed Feb 08 13:04:47 +0000 2017,10807,74978,FALSE,829315036329963521
Twitter for iPhone,Thank you to our great Police Chiefs &amp; Sheriffs for your leadership &amp; service. You have a true friend in the… https://t.co/Lysnv8ZR1h,Wed Feb 08 15:23:29 +0000 2017,16188,90091,FALSE,829349943613734912
Twitter for iPhone,My daughter Ivanka has been treated so unfairly by @Nordstrom. She is a great person -- always pushing me to do the right thing! Terrible!,Wed Feb 08 15:51:01 +0000 2017,27189,142427,FALSE,829356871848951809
Twitter for iPhone,'16 Fake News Stories Reporters Have Run Since Trump Won' https://t.co/0dHld5kiVc,Wed Feb 08 15:54:01 +0000 2017,19076,64126,FALSE,829357626798530561
Twitter for Android,"Big increase in traffic into our country from certain areas, while our people are far more vulnerable, as we wait for what should be EASY D!",Wed Feb 08 17:41:09 +0000 2017,17539,88547,FALSE,829384587482656768
Twitter for iPhone,"Thank you Brian Krzanich, CEO of @Intel. A great investment ($7 BILLION) in American INNOVATION and JOBS!… https://t.co/oicfDsPKHQ",Wed Feb 08 19:22:33 +0000 2017,22030,97758,FALSE,829410107406614534
Twitter for iPhone,'Immigration Ban Is One Of Trump's Most Popular Orders So Far' https://t.co/wAelwuQ4BE,Wed Feb 08 19:39:51 +0000 2017,30541,123007,FALSE,829414457126313986
Twitter for iPhone,"'Majority in Leading EU Nations Support Trump-Style Travel Ban' 
Poll of more than 10,000 people in 10 countries...https://t.co/KWsIWhtC9o",Wed Feb 08 21:46:14 +0000 2017,21885,83029,FALSE,829446266111287305
Twitter for iPhone,"'Trump administration seen as more truthful than news media'
https://t.co/6LmsR5JOSW",Wed Feb 08 22:07:18 +0000 2017,17626,87896,FALSE,829451566000242688
Twitter for iPhone,"Congratulations to our new Attorney General, @SenatorSessions! https://t.co/e0buP1K83z",Thu Feb 09 01:05:53 +0000 2017,32534,163235,FALSE,829496507841789952
Twitter for Android,"Sen.Richard Blumenthal, who never fought in Vietnam when he said for years he had (major lie),now misrepresents what Judge Gorsuch told him?",Thu Feb 09 11:57:59 +0000 2017,19352,84674,FALSE,829660612452036608
Twitter for Android,"Chris Cuomo, in his interview with Sen. Blumenthal, never asked him about his long-term lie about his brave ""service"" in Vietnam. FAKE NEWS!",Thu Feb 09 13:19:08 +0000 2017,14894,73700,FALSE,829681034564341760
Twitter for Android,Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so....,Thu Feb 09 13:26:07 +0000 2017,15800,85781,FALSE,829682794951475200
Twitter for Android,"...long he doesn't know how to win anymore, just look at the mess our country is in - bogged down in conflict all over the place. Our hero..",Thu Feb 09 13:31:59 +0000 2017,11801,67986,FALSE,829684271812067328
Twitter for Android,"..Ryan died on a winning mission ( according to General Mattis), not a ""failure."" Time for the U.S. to get smart and start winning again!",Thu Feb 09 13:52:31 +0000 2017,14900,91185,FALSE,829689436279603206
Twitter for iPhone,"Join us live in the Oval Office for the swearing in of our new Attorney General, @SenatorSessions!
LIVE:… https://t.co/QeW6vjog4A",Thu Feb 09 15:58:01 +0000 2017,10756,71140,FALSE,829721019720015872
Twitter for Android,"SEE YOU IN COURT, THE SECURITY OF OUR NATION IS AT STAKE!",Thu Feb 09 23:35:49 +0000 2017,67448,237614,FALSE,829836231802515457
Twitter for Android,"LAWFARE: ""Remarkably, in the entire opinion, the panel did not bother even to cite this (the) statute."" A disgraceful decision!",Fri Feb 10 13:15:27 +0000 2017,17556,89202,FALSE,830042498806460417
Twitter for Android,"The failing @nytimes does major FAKE NEWS China story saying ""Mr.Xi has not spoken to Mr. Trump since Nov.14."" We spoke at length yesterday!",Fri Feb 10 13:35:50 +0000 2017,23732,106953,FALSE,830047626414477312
Twitter for iPhone,Heading to Joint Base Andrews on #MarineOne with Prime Minister Shinzō earlier today. https://t.co/4JFhyYdeHO,Fri Feb 10 23:24:51 +0000 2017,40351,160212,FALSE,830195857530183684
Twitter for Android,"Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT)  SO DANGEROUS!",Sat Feb 11 12:12:51 +0000 2017,23082,101179,FALSE,830389130311921667
Twitter for Android,"I am reading that the great border WALL will cost more than the government originally thought, but I have not gotten involved in the.....",Sat Feb 11 13:18:43 +0000 2017,14024,77068,FALSE,830405706255912960
Twitter for Android,"...design or negotiations yet. When I do, just like with the F-35 FighterJet or the Air Force One Program, price will come WAY DOWN!",Sat Feb 11 13:24:32 +0000 2017,12905,83752,FALSE,830407172747988992
Twitter for Android,"Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach, Fla. They are a wonderful couple!",Sat Feb 11 13:33:53 +0000 2017,16875,120072,FALSE,830409522397184000
Twitter for iPhone,"Having a great time hosting Prime Minister Shinzo Abe in the United States! 
https://t.co/Fvjsac89qS… https://t.co/hKqbMB2aQ9",Sat Feb 11 18:28:31 +0000 2017,16879,92194,FALSE,830483672096768001
Twitter for Android,"I am so proud of my daughter Ivanka. To be abused and treated so badly by the media, and to still hold her head so high, is truly wonderful!",Sat Feb 11 23:00:21 +0000 2017,28439,207438,FALSE,830552079240409089
Twitter for Android,"Playef golf today with Prime Minister Abe of Japan and @TheBig_Easy, Ernie Els, and had a great time. Japan is very well represented!",Sat Feb 11 23:07:52 +0000 2017,8,1,FALSE,830553970225590277
Twitter for iPhone,"Played golf today with Prime Minister Abe of Japan and @TheBig_Easy, Ernie Els, and had a great time. Japan is very well represented!",Sat Feb 11 23:15:34 +0000 2017,13298,84098,FALSE,830555911559249926
Twitter for Android,"A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!",Sat Feb 11 23:24:08 +0000 2017,13843,97579,FALSE,830558065715998726
Twitter for iPhone,RT @Scavino45: LIVE Joint Statement by President Trump and Prime Minister Shinzo Abe: https://t.co/c3Fe5cUaaS,Sun Feb 12 03:23:13 +0000 2017,4810,0,TRUE,830618234726543360
Twitter for iPhone,#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. https://t.co/qEC87FKB1D,Sun Feb 12 05:02:01 +0000 2017,14676,62151,FALSE,830643095150657536
Twitter for Android,"The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members, drug dealers &amp; others are being removed!",Sun Feb 12 11:34:45 +0000 2017,29437,148471,FALSE,830741932099960834
Twitter for Android,"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA &amp; YEMEN",Sun Feb 12 11:55:10 +0000 2017,22544,80492,FALSE,830747067379232769
Twitter for Android,"While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!",Sun Feb 12 12:14:16 +0000 2017,25000,113074,FALSE,830751875578355713
Twitter for Android,"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L",Sun Feb 12 13:04:49 +0000 2017,13121,82736,FALSE,830764596235485188
Twitter for Android,I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!,Sun Feb 12 13:23:18 +0000 2017,15285,82264,FALSE,830769247185952772
Twitter for iPhone,Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!,Sun Feb 12 15:41:55 +0000 2017,16088,102935,FALSE,830804130692268032
Twitter for Android,Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,Sun Feb 12 22:19:05 +0000 2017,25504,141359,FALSE,830904083519242241
Twitter for iPhone,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP,Mon Feb 13 15:53:08 +0000 2017,11763,74360,FALSE,831169341358014475
Twitter for iPhone,Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! https://t.co/WKgF8Zo9ri,Mon Feb 13 16:59:06 +0000 2017,13466,84754,FALSE,831185943482793986
Twitter for iPhone,Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's &amp; business women from Canada🇨🇦and th… https://t.co/wAoCOaYeZ6,Mon Feb 13 18:50:57 +0000 2017,15431,85397,FALSE,831214091993751552
Twitter for iPhone,Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here: https://t.co/RPsmw4yD7y https://t.co/K8tWLlXiYK,Tue Feb 14 02:57:05 +0000 2017,10918,63937,FALSE,831336432073658368
Twitter for iPhone,Congratulations to our new #VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protect… https://t.co/FNewjbHuw4,Tue Feb 14 03:30:45 +0000 2017,16252,90851,FALSE,831344902990655489
Twitter for Android,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,Tue Feb 14 14:28:54 +0000 2017,26588,111318,FALSE,831510532318429184
Twitter for iPhone,Great parent-teacher listening session this morning with @VP Pence &amp; @usedgov Secretary @BetsyDeVos. Watch:… https://t.co/nuLTs513Ot,Tue Feb 14 20:21:59 +0000 2017,11349,59006,FALSE,831599387906301952
Twitter for iPhone,"'Remarks by President Trump at Signing of H.J. Resolution 41'
https://t.co/Q3MoCGAc54 https://t.co/yGDDTKm9Br",Tue Feb 14 21:48:10 +0000 2017,8503,46093,FALSE,831621079747723264
Twitter for iPhone,"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace &amp; save healthcare for ALL Americans. 
https://t.co/glWEQ0lNR4",Tue Feb 14 22:50:33 +0000 2017,17872,87852,FALSE,831636777110757377
Twitter for Android,The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC &amp; @CNN are unwatchable. @foxandfriends is great!,Wed Feb 15 11:40:32 +0000 2017,25838,104434,FALSE,831830548565852160
Twitter for Android,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,Wed Feb 15 12:08:12 +0000 2017,27541,117900,FALSE,831837514226921472
Twitter for Android,Information is being illegally given to the failing @nytimes &amp; @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,Wed Feb 15 12:19:18 +0000 2017,21143,80376,FALSE,831840306161123328
Twitter for Android,"Thank you to Eli Lake of The Bloomberg View - ""The NSA &amp; FBI...should not interfere in our politics...and is"" Very serious situation for USA",Wed Feb 15 12:28:37 +0000 2017,16346,77692,FALSE,831842652085686273
Twitter for Android,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,Wed Feb 15 12:42:20 +0000 2017,25351,100698,FALSE,831846101179314177
Twitter for Android,"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",Wed Feb 15 13:13:10 +0000 2017,31903,128448,FALSE,831853862281699331
Twitter for iPhone,Great listening session with CEO's of the Retail Industry Leaders Association this morning! https://t.co/sy6xJcWfcF,Wed Feb 15 16:34:27 +0000 2017,10692,66081,FALSE,831904516316479489
Twitter for iPhone,"Welcome to the United States, @IsraeliPM Benjamin &amp; Sara!
#ICYMI🇺🇸🇮🇱Joint Press Conference: 
https://t.co/GN6ALWUusN https://t.co/bH60nBL5FP",Wed Feb 15 19:17:59 +0000 2017,14224,74512,FALSE,831945670324060164
Twitter for iPhone,"Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport!
Tickets:… https://t.co/OigfXFECPp",Wed Feb 15 19:45:16 +0000 2017,17852,72138,FALSE,831952535544070145
Twitter for iPhone,"Aetna CEO: Obamacare in 'Death Spiral' #RepealAndReplace 
https://t.co/dmHL7xIEQv",Wed Feb 15 21:34:05 +0000 2017,14576,58732,FALSE,831979921555742732
Twitter for iPhone,"Venezuela should allow Leopoldo Lopez, a political prisoner &amp; husband of @liliantintori (just met w/ @marcorubio) o… https://t.co/HhgE51dtSN",Wed Feb 15 23:59:26 +0000 2017,53977,110166,FALSE,832016501657968640
Twitter for Android,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,Thu Feb 16 11:34:46 +0000 2017,23643,127764,FALSE,832191485701451777
Twitter for Android,"Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing @nytimes (and others) must apologize!",Thu Feb 16 11:58:43 +0000 2017,17274,89827,FALSE,832197515248275456
Twitter for Android,The spotlight has finally been put on the low-life leakers! They will be caught!,Thu Feb 16 12:02:59 +0000 2017,25247,126205,FALSE,832198588201594880
Twitter for Android,"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!",Thu Feb 16 14:10:49 +0000 2017,19854,99214,FALSE,832230758299340800
Twitter for Android,"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!",Thu Feb 16 14:39:52 +0000 2017,27003,121137,FALSE,832238070460186625
Twitter for iPhone,'Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh,Thu Feb 16 23:44:54 +0000 2017,18722,93656,FALSE,832375230274400256
Twitter for Android,"Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!",Fri Feb 17 10:13:32 +0000 2017,17252,102948,FALSE,832533430168608768
Twitter for Android,"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it.",Fri Feb 17 11:38:20 +0000 2017,14334,99095,FALSE,832554772318322688
Twitter for Android,Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!,Fri Feb 17 11:43:10 +0000 2017,26347,150763,FALSE,832555987299082242
Twitter for iPhone,"General Keith Kellogg, who I have known for a long time, is very much in play for NSA - as are three others.",Fri Feb 17 13:16:22 +0000 2017,10955,69643,FALSE,832579442790772736
Twitter for iPhone,"Join me at 11:00am:
Watch here: https://t.co/veqKmsGAwf https://t.co/UzndIjIqjM",Fri Feb 17 15:34:14 +0000 2017,9912,56533,FALSE,832614137586933760
Twitter for Android,"The FAKE NEWS media (failing @nytimes, @CNN, @NBCNews and many more)    is not my enemy, it is the enemy of the American people. SICK!",Fri Feb 17 21:32:29 +0000 2017,112,247,FALSE,832704292993847296
Twitter for Android,"The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy of the American People!",Fri Feb 17 21:48:22 +0000 2017,52654,162368,FALSE,832708293516632065
Twitter for Android,"""One of the most effective press conferences I've ever seen!"" says Rush Limbaugh. Many agree.Yet FAKE MEDIA  calls it differently! Dishonest",Fri Feb 17 23:15:56 +0000 2017,21751,120315,FALSE,832730328108134402
Twitter for Android,Looking forward to the Florida rally tomorrow. Big crowd expected!,Sat Feb 18 00:02:58 +0000 2017,14143,99028,FALSE,832742165436579840
Twitter for Android,Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.,Sat Feb 18 13:31:53 +0000 2017,39020,186074,FALSE,832945737625387008
Twitter for Android,"Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne, Florida. A lot to talk about!",Sat Feb 18 13:51:20 +0000 2017,15213,99263,FALSE,832950628750127106
Twitter for Android,"Getting ready to leave for Melbourne, Florida. See you all soon!",Sat Feb 18 20:26:31 +0000 2017,37,162,FALSE,833050081641234435
Twitter for Android,My statement as to what's happening in Sweden was in reference to a story that was broadcast on @FoxNews concerning immigrants &amp; Sweden.,Sun Feb 19 21:57:01 +0000 2017,26224,112115,FALSE,833435244451753984
Twitter for Android,Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!,Mon Feb 20 14:15:42 +0000 2017,34840,140919,FALSE,833681539997253636
Twitter for Android,HAPPY PRESIDENTS DAY - MAKE AMERICA GREAT AGAIN!,Mon Feb 20 14:33:33 +0000 2017,48802,242519,FALSE,833686030679207936
Twitter for Android,Meeting with Generals at Mar-a-Lago in Florida. Very interesting!,Mon Feb 20 19:33:35 +0000 2017,33,97,FALSE,833761537525444608
Twitter for Android,Just named General H.R. McMaster National Security Advisor.,Mon Feb 20 21:00:37 +0000 2017,15766,106326,FALSE,833783438922629125
Twitter for iPhone,"Congratulations to our new National Security Advisor, General H.R. McMaster. Video: https://t.co/BKn9r225Kk https://t.co/VBXcJ1b6Pv",Tue Feb 21 00:38:40 +0000 2017,16021,94069,FALSE,833838311315763200
Twitter for iPhone,'Americans overwhelmingly oppose sanctuary cities' https://t.co/s5QvsJWA6u,Tue Feb 21 20:46:42 +0000 2017,23693,106937,FALSE,834142323881684993
Twitter for Android,"The so-called angry crowds in home districts of some Republicans are actually, in numerous cases, planned out by liberal activists. Sad!",Tue Feb 21 23:23:13 +0000 2017,26055,118125,FALSE,834181712783560705
Twitter for Android,"One thing I will say about Rep. Keith Ellison, in his fight to lead the DNC, is that he was the one who predicted early that I would win!",Wed Feb 22 12:20:40 +0000 2017,12132,79330,FALSE,834377364947816448
Twitter for Android,Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!,Wed Feb 22 12:50:56 +0000 2017,16220,116640,FALSE,834384982495940613
Twitter for iPhone,'S&amp;P 500 Edges Higher After Trump Renews Jobs Pledge' https://t.co/WtrRJVFmvU,Thu Feb 23 22:53:45 +0000 2017,10563,56246,FALSE,834899071982841856
Twitter for Android,Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!,Fri Feb 24 00:01:40 +0000 2017,23171,108261,FALSE,834916167177371648
Twitter for Android,Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!,Fri Feb 24 00:06:44 +0000 2017,8265,58140,FALSE,834917440450609152
Twitter for Android,"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even......",Fri Feb 24 12:31:49 +0000 2017,18342,81076,FALSE,835104946034991106
Twitter for Android,find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW,Fri Feb 24 12:36:34 +0000 2017,21720,100526,FALSE,835106143462703104
Twitter for Android,Going to CPAC!,Fri Feb 24 13:49:27 +0000 2017,8911,71701,FALSE,835124485632180224
Twitter for iPhone,"Trump vows to fight 'epidemic' of human trafficking 
https://t.co/oDLZ2NdrtA",Fri Feb 24 17:04:19 +0000 2017,20245,91082,FALSE,835173525522624512
Twitter for Android,FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad!,Sat Feb 25 03:09:18 +0000 2017,26341,108710,FALSE,835325771858251776
Twitter for Android,Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!,Sat Feb 25 12:25:24 +0000 2017,34603,158646,FALSE,835465719970217984
Twitter for Android,The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo.,Sat Feb 25 13:19:18 +0000 2017,62450,201400,FALSE,835479283699224576
Twitter for Android,"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax &amp; regulation cuts coming!",Sat Feb 25 13:27:04 +0000 2017,19846,104027,FALSE,835481237879926784
Twitter for iPhone,Weekly Address from @WhiteHouse: https://t.co/uaoQSHBOQB https://t.co/7eF6aC6kEC,Sat Feb 25 18:12:25 +0000 2017,10068,45735,FALSE,835553050530099200
Twitter for Android,I will not be attending the White House Correspondents' Association Dinner this year. Please wish everyone well and have a great evening!,Sat Feb 25 21:53:21 +0000 2017,23860,123926,FALSE,835608648625836032
Twitter for Android,"Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for the Republican Party!",Sat Feb 25 22:02:22 +0000 2017,28744,130499,FALSE,835610917568200705
Twitter for Android,"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!",Sun Feb 26 11:33:16 +0000 2017,19073,87092,FALSE,835814988686233601
Twitter for Android,For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately &amp; fairly!,Sun Feb 26 11:42:39 +0000 2017,21792,109318,FALSE,835817351178301440
Twitter for Android,"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!",Sun Feb 26 18:16:41 +0000 2017,24677,113140,FALSE,835916511944523777
Twitter for Android,"Big dinner with Governors tonight at White House. Much to be discussed, including healthcare.",Sun Feb 26 20:13:52 +0000 2017,15716,105941,FALSE,835946001873657858
Twitter for iPhone,Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American peo… https://t.co/60jigi6ffS,Mon Feb 27 17:06:23 +0000 2017,15400,89597,FALSE,836261209540288513
Twitter for iPhone,"GOP now viewed more favorably than Dems, in Trump era (per NBC/WSJ poll) via @HotlineJosh:
https://t.co/Soebxtg2Zd",Mon Feb 27 21:48:21 +0000 2017,14662,70544,FALSE,836332166728527872
Twitter for Android,I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!,Tue Feb 28 02:43:03 +0000 2017,11039,82888,FALSE,836406328369242113
Twitter for iPhone,"Join me live at 9:00 P.M. 
#JointAddress https://t.co/J882zbyVkJ https://t.co/gTtK3vJmkU",Wed Mar 01 01:30:49 +0000 2017,7388,54871,FALSE,836750538943377408
Twitter for iPhone,"#JointSession #MAGA🇺🇸
https://t.co/RDO6Jt2pip",Wed Mar 01 01:42:16 +0000 2017,10160,63709,FALSE,836753422271582208
Twitter for Android,THANK YOU!,Wed Mar 01 13:38:44 +0000 2017,27371,183969,FALSE,836933725602656256
